index,index0,loss,index1,acc,index2,valloss,index3,valacc
127,127.0,0.00788859863568572,127.0,0.23189009159034135,127.0,0.007952699481338709,127.0,0.2172284644194757
128,128.0,0.008043288692495057,128.0,0.23189009159034135,128.0,0.0076335860200030985,128.0,0.2172284644194757
129,129.0,0.007908643596339584,129.0,0.23189009159034135,129.0,0.007882151128340526,129.0,0.2172284644194757
130,130.0,0.007910442237682534,130.0,0.23189009159034135,130.0,0.008095931155390841,130.0,0.2172284644194757
131,131.0,0.00788746330015467,131.0,0.23189009159034135,131.0,0.0076215911834511185,131.0,0.2172284644194757
132,132.0,0.007919856123424614,132.0,0.23189009159034135,132.0,0.0076938804451808715,132.0,0.2172284644194757
133,133.0,0.007749410993656102,133.0,0.23189009159034135,133.0,0.007549318054181695,133.0,0.2172284644194757
134,134.0,0.008097033725828894,134.0,0.23189009159034135,134.0,0.007763875053658356,134.0,0.2172284644194757
135,135.0,0.007666088463304304,135.0,0.23189009159034135,135.0,0.007709452856248349,135.0,0.2172284644194757
136,136.0,0.007799873153347953,136.0,0.23189009159034135,136.0,0.0076628065413415205,136.0,0.2172284644194757
137,137.0,0.007733193895377089,137.0,0.23189009159034135,137.0,0.008653058150734349,137.0,0.2172284644194757
138,138.0,0.009218260428738731,138.0,0.23189009159034135,138.0,0.008291729771242606,138.0,0.2172284644194757
139,139.0,0.009039954298627962,139.0,0.23189009159034135,139.0,0.007479189003884011,139.0,0.2172284644194757
140,140.0,0.00802950517272113,140.0,0.23189009159034135,140.0,0.007405513709180809,140.0,0.2172284644194757
141,141.0,0.00788424421682625,141.0,0.23189009159034135,141.0,0.007839171296118127,141.0,0.2172284644194757
142,142.0,0.007896763544041526,142.0,0.23189009159034135,142.0,0.007542810378393877,142.0,0.2172284644194757
143,143.0,0.007932701093520036,143.0,0.23189009159034135,143.0,0.007540422638229438,143.0,0.2172284644194757
144,144.0,0.008057234893327301,144.0,0.23189009159034135,144.0,0.007444545766164302,144.0,0.2172284644194757
145,145.0,0.007769645327094596,145.0,0.23189009159034135,145.0,0.007551561986978692,145.0,0.2172284644194757
146,146.0,0.007832925353194591,146.0,0.23189009159034135,146.0,0.007638379144883445,146.0,0.2172284644194757
147,147.0,0.007901888028966192,147.0,0.23189009159034135,147.0,0.007858380080594888,147.0,0.2172284644194757
148,148.0,0.007957298009091063,148.0,0.23189009159034135,148.0,0.0078377988475483,148.0,0.2172284644194757
149,149.0,0.007668411334764079,149.0,0.23189009159034135,149.0,0.00765856130097466,149.0,0.2172284644194757
150,150.0,0.007639864133748472,150.0,0.23189009159034135,150.0,0.007769993361615843,150.0,0.2172284644194757
151,151.0,0.007890708068788763,151.0,0.23189009159034135,151.0,0.007957571953507173,151.0,0.2172284644194757
152,152.0,0.00775186614258266,152.0,0.23189009159034135,152.0,0.008528611334982547,152.0,0.2172284644194757
153,153.0,0.007803789326146813,153.0,0.23189009159034135,153.0,0.007944950399648272,153.0,0.2172284644194757
154,154.0,0.007897323399136999,154.0,0.23189009159034135,154.0,0.007855926985653598,154.0,0.2172284644194757
155,155.0,0.007778085788772391,155.0,0.23189009159034135,155.0,0.007906709194239159,155.0,0.2172284644194757
156,156.0,0.007803697741747858,156.0,0.23189009159034135,156.0,0.008345348148324182,156.0,0.2172284644194757
157,157.0,0.008061678246125815,157.0,0.23189009159034135,157.0,0.007515642856516306,157.0,0.2172284644194757
158,158.0,0.007850672292067894,158.0,0.23189009159034135,158.0,0.00849953754229492,158.0,0.2172284644194757
159,159.0,0.007835148815856587,159.0,0.23189009159034135,159.0,0.007647756494107319,159.0,0.2172284644194757
160,160.0,0.007536252891934856,160.0,0.23189009159034135,160.0,0.0076482277555384205,160.0,0.2172284644194757
161,161.0,0.007697293671355159,161.0,0.23189009159034135,161.0,0.007721546207195364,161.0,0.2172284644194757
162,162.0,0.008461881613806293,162.0,0.23189009159034135,162.0,0.00731962773607074,162.0,0.2172284644194757
163,163.0,0.007741100452204454,163.0,0.23189009159034135,163.0,0.007363874283845951,163.0,0.2172284644194757
164,164.0,0.007799686486522113,164.0,0.23189009159034135,164.0,0.00762825192925468,164.0,0.2172284644194757
165,165.0,0.007706570408022423,165.0,0.23189009159034135,165.0,0.007685116028294582,165.0,0.2172284644194757
166,166.0,0.007855792533952145,166.0,0.23189009159034135,166.0,0.007600621442390739,166.0,0.2172284644194757
167,167.0,0.007732590889987799,167.0,0.23189009159034135,167.0,0.007468546144245716,167.0,0.2172284644194757
168,168.0,0.007844839014503974,168.0,0.23189009159034135,168.0,0.007820532983343365,168.0,0.2172284644194757
169,169.0,0.007726799564856374,169.0,0.23189009159034135,169.0,0.007589951724386059,169.0,0.2172284644194757
170,170.0,0.0076520476632458406,170.0,0.23189009159034135,170.0,0.0077461730113273924,170.0,0.2172284644194757
171,171.0,0.007749305495590617,171.0,0.23189009159034135,171.0,0.0076948948438220035,171.0,0.2172284644194757
172,172.0,0.007788071728355679,172.0,0.23189009159034135,172.0,0.007702973135834219,172.0,0.2172284644194757
173,173.0,0.007964658160863768,173.0,0.23189009159034135,173.0,0.007478740252903226,173.0,0.2172284644194757
174,174.0,0.007704620141974906,174.0,0.23189009159034135,174.0,0.007571139074652717,174.0,0.2172284644194757
175,175.0,0.00781887418495105,175.0,0.23189009159034135,175.0,0.008013460302048744,175.0,0.2172284644194757
176,176.0,0.0077936689151138095,176.0,0.23189009159034135,176.0,0.007535755156438227,176.0,0.2172284644194757
177,177.0,0.00785806613686773,177.0,0.23189009159034135,177.0,0.007971070825439713,177.0,0.2172284644194757
178,178.0,0.007628582242711895,178.0,0.23189009159034135,178.0,0.007883408567292636,178.0,0.2172284644194757
179,179.0,0.007460011025176513,179.0,0.23189009159034135,179.0,0.00766548461870252,179.0,0.2172284644194757
180,180.0,0.007813689491240856,180.0,0.23189009159034135,180.0,0.007567017468229661,180.0,0.2172284644194757
181,181.0,0.007596799515285255,181.0,0.23189009159034135,181.0,0.007830912290901392,181.0,0.2172284644194757
182,182.0,0.00782002820315415,182.0,0.23189009159034135,182.0,0.007411296383481236,182.0,0.2172284644194757
183,183.0,0.008010865883168135,183.0,0.23189009159034135,183.0,0.007737767301876558,183.0,0.2172284644194757
184,184.0,0.007868535988820681,184.0,0.23189009159034135,184.0,0.008281689770310447,184.0,0.2172284644194757
185,185.0,0.007725433171955523,185.0,0.23189009159034135,185.0,0.0076530309034727705,185.0,0.2172284644194757
186,186.0,0.00771978483122298,186.0,0.23189009159034135,186.0,0.008933910970970262,186.0,0.2172284644194757
187,187.0,0.007462436711915042,187.0,0.23189009159034135,187.0,0.007570798193149909,187.0,0.2172284644194757
188,188.0,0.007550699727650077,188.0,0.23189009159034135,188.0,0.0074415449768109486,188.0,0.2172284644194757
189,189.0,0.007597719811433872,189.0,0.23189009159034135,189.0,0.007764954761731044,189.0,0.2172284644194757
190,190.0,0.007854163008400835,190.0,0.23189009159034135,190.0,0.0074841397786547855,190.0,0.2172284644194757
191,191.0,0.007663703788006733,191.0,0.23189009159034135,191.0,0.007935721559750007,191.0,0.2172284644194757
192,192.0,0.00787716972208167,192.0,0.23147377185678603,192.0,0.007603166743499062,192.0,0.2172284644194757
193,193.0,0.007658939046430851,193.0,0.23189009159034135,193.0,0.007550630976588984,193.0,0.2172284644194757
194,194.0,0.007703435299010772,194.0,0.23189009159034135,194.0,0.007535972974301502,194.0,0.2172284644194757
195,195.0,0.008125801499371574,195.0,0.23189009159034135,195.0,0.007612048411107019,195.0,0.2172284644194757
196,196.0,0.007518453079665066,196.0,0.23189009159034135,196.0,0.00738583534628097,196.0,0.2172284644194757
197,197.0,0.007511344962702174,197.0,0.23189009159034135,197.0,0.007821952939828795,197.0,0.2172284644194757
198,198.0,0.007794823241245612,198.0,0.23189009159034135,198.0,0.007738872281230344,198.0,0.2172284644194757
199,199.0,0.00771557608096675,199.0,0.23189009159034135,199.0,0.0077504790579893176,199.0,0.2172284644194757
