,Tn,Tx,Tavg,RH_avg,ff_x,ddd_x,ddd_car,bulan,RH_avg_5day,RH1,RH2,RH3,ff_x1,ff_x2,ff_x3,RR_avg5_day,RR1,RR2,RR3,RR
1729,23.2,29.948,25.8,84.0,8.0,100.0,3,6,83.2,84.0,84.0,81.0,8.0,5.0,7.0,9.845454545,9.845454545,9.845454545,9.845454545,9.845454545
1730,24.1,30.6,25.0,84.0,5.0,110.0,1,6,83.0,84.0,81.0,84.0,5.0,7.0,8.0,9.845454545,9.845454545,9.845454545,9.845454545,9.845454545
1731,22.2,31.2,25.2,85.0,6.0,110.0,3,6,83.4,81.0,84.0,84.0,7.0,8.0,5.0,9.845454545,9.845454545,9.845454545,9.845454545,9.845454545
1732,22.8,29.2,25.8,87.0,8.0,130.0,3,6,83.6,84.0,84.0,85.0,8.0,5.0,6.0,9.845454545,9.845454545,9.845454545,9.845454545,2.6
1733,24.2,29.4,26.2,85.0,6.0,100.0,3,6,84.2,84.0,85.0,87.0,5.0,6.0,8.0,8.396363636,9.845454545,9.845454545,2.6,0.0
1734,24.1,29.4,24.8,88.0,6.0,120.0,1,6,85.0,85.0,87.0,85.0,6.0,8.0,6.0,6.427272727,9.845454545,2.6,0.0,0.0
1735,22.4,29.8,26.1,85.0,6.0,110.0,4,6,85.8,87.0,85.0,88.0,8.0,6.0,6.0,4.458181818,2.6,0.0,0.0,9.845454545
1736,22.6,29.6,25.6,85.0,6.0,90.0,3,6,86.0,85.0,88.0,85.0,6.0,6.0,6.0,4.458181818,0.0,0.0,9.845454545,9.845454545
1737,24.1,29.2,25.5,79.0,6.0,110.0,3,6,86.0,88.0,85.0,85.0,6.0,6.0,6.0,4.458181818,0.0,9.845454545,9.845454545,9.845454545
1738,24.1,29.948,25.1,83.0,7.0,130.0,3,6,84.4,85.0,85.0,79.0,6.0,6.0,6.0,5.9072727270000005,9.845454545,9.845454545,9.845454545,9.845454545
1739,24.1,28.6,24.8,86.0,5.0,140.0,1,6,84.0,85.0,79.0,83.0,6.0,6.0,7.0,7.876363636000001,9.845454545,9.845454545,9.845454545,9.845454545
1740,22.6,29.0,26.0,85.0,8.0,140.0,3,6,83.6,79.0,83.0,86.0,6.0,7.0,5.0,9.845454545,9.845454545,9.845454545,9.845454545,9.845454545
1741,23.8,29.2,26.1,86.0,8.0,100.0,3,6,83.6,83.0,86.0,85.0,7.0,5.0,8.0,9.845454545,9.845454545,9.845454545,9.845454545,9.845454545
1742,24.2,29.948,26.0,81.0,7.0,130.0,4,6,83.8,86.0,85.0,86.0,5.0,8.0,8.0,9.845454545,9.845454545,9.845454545,9.845454545,9.845454545
1743,24.1,29.948,26.0,80.0,5.0,120.0,3,6,84.2,85.0,86.0,81.0,8.0,8.0,7.0,9.845454545,9.845454545,9.845454545,9.845454545,9.845454545
1744,22.4,29.948,25.2,83.0,7.0,110.0,3,6,83.6,86.0,81.0,80.0,8.0,7.0,5.0,9.845454545,9.845454545,9.845454545,9.845454545,0.0
1745,23.0,28.7,25.8,81.0,4.0,110.0,3,7,83.0,81.0,80.0,83.0,7.0,5.0,7.0,7.876363636000001,9.845454545,9.845454545,0.0,0.427272727
1746,22.6,28.8,25.4,79.0,5.0,70.0,3,7,82.2,80.0,83.0,81.0,5.0,7.0,4.0,5.992727273,9.845454545,0.0,0.427272727,0.427272727
1747,21.6,28.4,24.6,84.0,5.0,110.0,4,7,80.8,83.0,81.0,79.0,7.0,4.0,5.0,4.109090909,0.0,0.427272727,0.427272727,0.427272727
1748,21.4,28.6,25.0,82.0,8.0,120.0,4,7,81.4,81.0,79.0,84.0,4.0,5.0,5.0,2.225454545,0.427272727,0.427272727,0.427272727,0.427272727
1749,21.8,28.6,25.68333333,83.9,4.0,110.0,4,7,81.8,79.0,84.0,82.0,5.0,5.0,8.0,0.341818182,0.427272727,0.427272727,0.427272727,0.427272727
1750,21.8,28.4,24.7,82.0,6.0,120.0,3,7,81.98,84.0,82.0,83.9,5.0,8.0,4.0,0.427272727,0.427272727,0.427272727,0.427272727,0.0
1751,22.6,28.6,25.1,86.0,6.0,120.0,3,7,82.18,82.0,83.9,82.0,8.0,4.0,6.0,0.341818182,0.427272727,0.427272727,0.0,0.427272727
1752,23.2,28.6,26.0,78.0,5.0,110.0,3,7,83.58,83.9,82.0,86.0,4.0,6.0,6.0,0.341818182,0.427272727,0.0,0.427272727,0.427272727
1753,24.2,28.5,25.5,79.0,5.0,120.0,3,7,82.38,82.0,86.0,78.0,6.0,6.0,5.0,0.341818182,0.0,0.427272727,0.427272727,1.4
1754,21.8,29.3,24.3,84.0,4.0,120.0,1,7,81.78,86.0,78.0,79.0,6.0,5.0,5.0,0.536363636,0.427272727,0.427272727,1.4,0.427272727
1755,21.8,28.2,24.8,86.0,5.0,120.0,4,7,81.8,78.0,79.0,84.0,5.0,5.0,4.0,0.536363636,0.427272727,1.4,0.427272727,0.427272727
1756,22.7,29.2,26.0,84.0,5.0,100.0,1,7,82.6,79.0,84.0,86.0,5.0,4.0,5.0,0.621818182,1.4,0.427272727,0.427272727,0.427272727
1757,24.4,31.4,26.6,84.0,6.0,110.0,3,7,82.2,84.0,86.0,84.0,4.0,5.0,5.0,0.621818182,0.427272727,0.427272727,0.427272727,0.0
1758,24.6,29.6,26.8,83.0,6.0,100.0,3,7,83.4,86.0,84.0,84.0,5.0,5.0,6.0,0.536363636,0.427272727,0.427272727,0.0,0.427272727
1759,25.2,28.5,26.3,85.0,8.0,90.0,3,7,84.2,84.0,84.0,83.0,5.0,6.0,6.0,0.341818182,0.427272727,0.0,0.427272727,0.427272727
1760,23.18888889,28.4,25.3,88.0,10.0,90.0,3,7,84.4,84.0,83.0,85.0,6.0,6.0,8.0,0.341818182,0.0,0.427272727,0.427272727,0.427272727
1761,23.9,29.4,25.6,87.0,9.0,120.0,3,7,84.8,83.0,85.0,88.0,6.0,8.0,10.0,0.341818182,0.427272727,0.427272727,0.427272727,1.0
1762,24.0,28.2,25.6,85.0,8.0,100.0,3,7,85.4,85.0,88.0,87.0,8.0,10.0,9.0,0.456363636,0.427272727,0.427272727,1.0,0.0
1763,23.8,28.0,25.0,86.0,5.0,120.0,3,7,85.6,88.0,87.0,85.0,10.0,9.0,8.0,0.456363636,0.427272727,1.0,0.0,0.427272727
1764,23.18888889,28.8,26.6,86.0,8.0,120.0,3,7,86.2,87.0,85.0,86.0,9.0,8.0,5.0,0.456363636,1.0,0.0,0.427272727,0.0
1765,23.8,28.6,26.0,84.0,5.0,120.0,3,7,86.4,85.0,86.0,86.0,8.0,5.0,8.0,0.370909091,0.0,0.427272727,0.0,0.427272727
1766,24.7,29.0,26.3,85.0,7.0,100.0,3,7,85.6,86.0,86.0,84.0,5.0,8.0,5.0,0.370909091,0.427272727,0.0,0.427272727,0.427272727
1767,23.6,28.9,25.7,83.0,6.0,120.0,3,7,85.2,86.0,84.0,85.0,8.0,5.0,7.0,0.256363636,0.0,0.427272727,0.427272727,0.427272727
1768,23.0,29.4,25.5,88.0,7.0,120.0,3,7,84.8,84.0,85.0,83.0,5.0,7.0,6.0,0.341818182,0.427272727,0.427272727,0.427272727,0.0
1769,23.4,29.0,26.0,84.0,7.0,100.0,4,7,85.2,85.0,83.0,88.0,7.0,6.0,7.0,0.256363636,0.427272727,0.427272727,0.0,2.1
1770,23.2,29.0,25.5,82.0,8.0,120.0,4,7,84.8,83.0,88.0,84.0,6.0,7.0,7.0,0.6763636359999999,0.427272727,0.0,2.1,0.427272727
1771,23.3,28.8,25.8,84.0,8.0,100.0,4,7,84.4,88.0,84.0,82.0,7.0,7.0,8.0,0.6763636359999999,0.0,2.1,0.427272727,0.0
1772,23.8,29.2,26.2,83.0,6.0,110.0,4,7,84.2,84.0,82.0,84.0,7.0,8.0,8.0,0.590909091,2.1,0.427272727,0.0,0.0
1773,22.9,28.89333333,25.7,85.0,9.0,120.0,4,7,84.2,82.0,84.0,83.0,8.0,8.0,6.0,0.505454545,0.427272727,0.0,0.0,0.427272727
1774,23.18888889,29.5,26.7,83.0,7.0,120.0,3,7,83.6,84.0,83.0,85.0,8.0,6.0,9.0,0.590909091,0.0,0.0,0.427272727,0.2
1775,23.18888889,29.2,26.1,87.0,8.0,110.0,3,7,83.4,83.0,85.0,83.0,6.0,9.0,7.0,0.21090909100000002,0.0,0.427272727,0.2,0.427272727
1776,23.0,28.7,25.8,81.0,4.0,110.0,3,8,84.4,85.0,83.0,87.0,9.0,7.0,8.0,0.21090909100000002,0.427272727,0.2,0.427272727,2.6
1777,22.2,28.4,25.1,80.0,8.0,140.0,3,8,83.8,83.0,87.0,81.0,7.0,8.0,4.0,0.7309090909999999,0.2,0.427272727,2.6,0.0
1778,23.15384615,28.6,24.1,82.0,8.0,100.0,3,8,83.2,87.0,81.0,80.0,8.0,4.0,8.0,0.7309090909999999,0.427272727,2.6,0.0,0.35
1779,22.6,28.5,25.0,83.0,6.0,110.0,3,8,82.6,81.0,80.0,82.0,4.0,8.0,8.0,0.715454545,2.6,0.0,0.35,0.0
1780,22.6,28.5,24.9,84.0,4.0,140.0,1,8,82.6,80.0,82.0,83.0,8.0,8.0,6.0,0.675454545,0.0,0.35,0.0,0.0
1781,22.6,28.8,25.1,85.0,4.0,120.0,4,8,82.0,82.0,83.0,84.0,8.0,6.0,4.0,0.59,0.35,0.0,0.0,0.35
1782,22.8,28.4,25.4,84.0,4.0,110.0,3,8,82.8,83.0,84.0,85.0,6.0,4.0,4.0,0.14,0.0,0.0,0.35,0.0
1783,23.2,28.4,25.3,83.0,9.0,120.0,4,8,83.6,84.0,85.0,84.0,4.0,4.0,4.0,0.14,0.0,0.35,0.0,0.0
1784,22.3,28.4,25.36666667,83.23333333,6.0,120.0,3,8,83.8,85.0,84.0,83.0,4.0,4.0,9.0,0.07,0.35,0.0,0.0,0.0
1785,23.15384615,28.486206899999996,26.3,84.0,8.0,130.0,4,8,83.84666667,84.0,83.0,83.23333333,4.0,9.0,6.0,0.07,0.0,0.0,0.0,0.35
1786,25.0,28.2,26.4,83.0,8.0,120.0,4,8,83.84666667,83.0,83.23333333,84.0,9.0,6.0,8.0,0.14,0.0,0.0,0.35,0.35
1787,25.4,29.2,26.5,83.0,7.0,100.0,3,8,83.44666667,83.23333333,84.0,83.0,6.0,8.0,8.0,0.14,0.0,0.35,0.35,0.0
1788,23.2,28.8,25.4,85.0,8.0,110.0,4,8,83.24666667,84.0,83.0,83.0,8.0,8.0,7.0,0.14,0.35,0.35,0.0,0.0
1789,24.2,29.0,26.2,84.0,6.0,150.0,4,8,83.64666667,83.0,83.0,85.0,8.0,7.0,8.0,0.14,0.35,0.0,0.0,0.35
1790,25.0,28.8,26.1,84.0,7.0,120.0,3,8,83.8,83.0,85.0,84.0,7.0,8.0,6.0,0.21,0.0,0.0,0.35,0.35
1791,25.0,28.2,26.1,86.0,8.0,140.0,3,8,83.8,85.0,84.0,84.0,8.0,6.0,7.0,0.21,0.0,0.35,0.35,0.0
1792,23.15384615,28.4,25.4,85.0,8.0,120.0,4,8,84.4,84.0,84.0,86.0,6.0,7.0,8.0,0.14,0.35,0.35,0.0,0.0
1793,24.0,28.2,25.2,82.0,10.0,130.0,3,8,84.8,84.0,86.0,85.0,7.0,8.0,8.0,0.14,0.35,0.0,0.0,0.35
1794,23.8,28.0,24.9,83.0,6.0,110.0,3,8,84.2,86.0,85.0,82.0,8.0,8.0,10.0,0.21,0.0,0.0,0.35,0.35
1795,21.6,27.4,24.1,81.0,6.0,90.0,3,8,84.0,85.0,82.0,83.0,8.0,10.0,6.0,0.21,0.0,0.35,0.35,0.35
1796,20.4,27.6,23.7,80.0,6.0,130.0,4,8,83.4,82.0,83.0,81.0,10.0,6.0,6.0,0.21,0.35,0.35,0.35,0.35
1797,22.4,28.5,24.5,84.0,7.0,100.0,3,8,82.2,83.0,81.0,80.0,6.0,6.0,6.0,0.28,0.35,0.35,0.35,1.3
1798,22.6,28.2,24.9,81.0,7.0,150.0,3,8,82.0,81.0,80.0,84.0,6.0,6.0,7.0,0.54,0.35,0.35,1.3,0.0
1799,22.6,28.486206899999996,25.4,80.0,7.0,130.0,3,8,81.8,80.0,84.0,81.0,6.0,7.0,7.0,0.47,0.35,1.3,0.0,0.35
1800,22.2,28.0,24.6,86.0,5.0,140.0,3,8,81.2,84.0,81.0,80.0,7.0,7.0,7.0,0.47,1.3,0.0,0.35,0.35
1801,21.7,28.4,25.3,82.0,7.0,140.0,3,8,82.2,81.0,80.0,86.0,7.0,7.0,5.0,0.47,0.0,0.35,0.35,0.35
1802,23.15384615,28.8,26.0,83.0,8.0,130.0,3,8,82.6,80.0,86.0,82.0,7.0,5.0,7.0,0.47,0.35,0.35,0.35,0.0
1803,24.4,30.4,25.9,86.0,5.0,100.0,3,8,82.4,86.0,82.0,83.0,5.0,7.0,8.0,0.21,0.35,0.35,0.0,0.0
1804,23.0,28.2,25.6,85.0,7.0,110.0,4,8,83.4,82.0,83.0,86.0,7.0,8.0,5.0,0.21,0.35,0.0,0.0,0.35
1805,24.2,28.6,26.0,85.0,8.0,150.0,3,8,84.4,83.0,86.0,85.0,8.0,5.0,7.0,0.21,0.0,0.0,0.35,0.35
1806,23.15384615,28.5,25.8,83.0,6.0,120.0,3,8,84.2,86.0,85.0,85.0,5.0,7.0,8.0,0.21,0.0,0.35,0.35,1.7
1807,24.4,28.32222222,25.8,85.0,8.0,100.0,3,9,84.4,85.0,85.0,83.0,7.0,8.0,6.0,0.48,0.35,0.35,1.7,0.0
1808,24.0,28.4,25.8,83.0,9.0,90.0,3,9,84.8,85.0,83.0,85.0,8.0,6.0,8.0,0.48,0.35,1.7,0.0,0.0
1809,24.0,28.2,25.4,84.0,7.0,100.0,3,9,84.2,83.0,85.0,83.0,6.0,8.0,9.0,0.48,1.7,0.0,0.0,0.0
1810,24.0,28.5,25.3,85.0,7.0,130.0,3,9,84.0,85.0,83.0,84.0,8.0,9.0,7.0,0.41,0.0,0.0,0.0,0.0
1811,23.4,28.2,25.1,85.0,6.0,140.0,3,9,84.0,83.0,84.0,85.0,9.0,7.0,7.0,0.34,0.0,0.0,0.0,0.0
1812,24.2,28.0,25.8,84.0,9.0,120.0,3,9,84.4,84.0,85.0,85.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0
1813,24.0,28.2,26.8,79.0,6.0,120.0,3,9,84.2,85.0,85.0,84.0,7.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0
1814,23.6,27.9,25.2,86.0,6.0,110.0,4,9,83.4,85.0,84.0,79.0,6.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0
1815,22.0,27.8,24.5,86.0,7.0,140.0,3,9,83.8,84.0,79.0,86.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
1816,22.6,28.4,25.0,84.0,6.0,100.0,4,9,84.0,79.0,86.0,86.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
1817,23.6,28.3,25.6,85.0,7.0,120.0,4,9,83.8,86.0,86.0,84.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0
1818,24.5,28.3,25.55,84.18518519,6.0,130.0,4,9,84.0,86.0,84.0,85.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
1819,24.2,28.0,25.5,84.18518519,7.0,130.0,3,9,85.03703704,84.0,85.0,84.18518519,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0
1820,23.3,28.2,25.2,80.0,7.0,140.0,4,9,84.67407407,85.0,84.18518519,84.18518519,7.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
1821,22.2,28.0,24.8,82.0,8.0,120.0,3,9,83.47407407,84.18518519,84.18518519,80.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0
1822,22.2,28.4,25.55,84.18518519,6.0,120.0,4,9,83.07407407,84.18518519,80.0,82.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0
1823,23.57307692,27.8,25.3,85.0,6.0,140.0,4,9,82.91111111,80.0,82.0,84.18518519,7.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0
1824,23.0,29.0,25.3,87.0,6.0,120.0,3,9,83.07407407,82.0,84.18518519,85.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
1825,24.2,28.32222222,26.0,82.0,6.0,130.0,4,9,83.63703704,84.18518519,85.0,87.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
1826,23.6,28.9,25.9,86.0,6.0,120.0,4,9,84.03703704,85.0,87.0,82.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
1827,24.1,29.2,26.1,83.0,8.0,100.0,3,9,84.83703704,87.0,82.0,86.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
1828,23.57307692,29.0,25.9,84.0,6.0,110.0,3,9,84.6,82.0,86.0,83.0,6.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0
1829,24.2,28.6,26.0,84.0,6.0,130.0,3,9,84.4,86.0,83.0,84.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0
1830,23.5,28.3,25.6,83.0,5.0,120.0,3,9,83.8,83.0,84.0,84.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
1831,22.6,28.6,25.3,82.0,7.0,140.0,3,9,84.0,84.0,84.0,83.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0
1832,23.57307692,28.7,25.4,85.0,6.0,120.0,3,9,83.2,84.0,83.0,82.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0
1833,24.0,28.0,25.6,85.0,8.0,120.0,4,9,83.6,83.0,82.0,85.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0
1834,23.6,27.6,25.6,86.0,6.0,130.0,4,9,83.8,82.0,85.0,85.0,7.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0
1835,23.57307692,28.32222222,25.8,86.0,6.0,120.0,3,9,84.2,85.0,85.0,86.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0
1836,23.9,28.2,25.8,87.0,8.0,120.0,3,9,84.8,85.0,86.0,86.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
1837,24.2,28.2,25.3,86.0,8.0,140.0,3,10,85.8,86.0,86.0,87.0,6.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0
1838,24.34,28.2,25.5,87.0,6.0,120.0,3,10,86.0,86.0,87.0,86.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0
1839,24.0,28.0,25.7,87.0,8.0,110.0,3,10,86.4,87.0,86.0,87.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0
1840,23.8,27.6,24.9,88.0,7.0,120.0,3,10,86.6,86.0,87.0,87.0,8.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0
1841,23.3,27.8,25.0,87.0,7.0,130.0,4,10,87.0,87.0,87.0,88.0,6.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0
1842,23.2,28.2,25.8,82.0,8.0,120.0,3,10,87.0,87.0,88.0,87.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0
1843,23.0,28.7,25.7,83.0,5.0,140.0,3,10,86.2,88.0,87.0,82.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0
1844,23.0,29.2,26.0,82.0,6.0,110.0,3,10,85.4,87.0,82.0,83.0,7.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0
1845,24.34,29.2,26.2,82.0,6.0,130.0,3,10,84.4,82.0,83.0,82.0,8.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0
1846,23.0,29.6,25.9,84.0,7.0,140.0,4,10,83.2,83.0,82.0,82.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
1847,24.2,30.2,26.9,85.0,7.0,120.0,3,10,82.6,82.0,82.0,84.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
1848,24.4,29.8,26.2,87.0,6.0,130.0,4,10,83.2,82.0,84.0,85.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0
1849,24.4,30.0,26.5,83.0,6.0,140.0,4,10,84.0,84.0,85.0,87.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0
1850,23.6,30.2,27.0,78.0,5.0,140.0,4,10,84.2,85.0,87.0,83.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
1851,24.8,29.8,27.2,84.0,8.0,120.0,4,10,83.4,87.0,83.0,78.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0
1852,24.8,30.0,27.2,81.0,6.0,140.0,4,10,83.4,83.0,78.0,84.0,6.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0
1853,24.6,30.5,27.2,82.0,7.0,140.0,3,10,82.6,78.0,84.0,81.0,5.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0
1855,24.6,30.2,27.1,82.0,8.0,140.0,4,10,81.6,81.0,82.0,83.0,6.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0
1856,25.2,30.8,27.8,81.0,7.0,140.0,4,10,82.4,82.0,83.0,82.0,7.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0
1857,25.2,30.9,28.0,75.0,7.0,120.0,3,10,81.8,83.0,82.0,81.0,5.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0
1858,25.8,29.9,27.4,82.0,8.0,110.0,3,10,80.6,82.0,81.0,75.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0
1859,24.34,29.6,27.3,82.0,6.0,150.0,3,10,80.6,81.0,75.0,82.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0
1860,24.8,29.6,26.8,84.0,8.0,130.0,3,10,80.4,75.0,82.0,82.0,7.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0
1861,24.2,30.0,26.1,86.0,6.0,130.0,3,10,80.8,82.0,82.0,84.0,8.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0
1862,24.34,30.6,27.2,84.0,7.0,120.0,4,10,81.8,82.0,84.0,86.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0
1863,24.34,30.4,27.6,84.0,7.0,130.0,4,10,83.6,84.0,86.0,84.0,8.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
1864,26.2,30.0,27.7,82.0,6.0,140.0,1,10,84.0,86.0,84.0,84.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0
1865,25.4,30.6,27.9,82.0,8.0,140.0,3,10,84.0,84.0,84.0,82.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0
1866,24.34,30.6,28.1,82.0,5.0,120.0,4,10,83.6,84.0,82.0,82.0,7.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0
1867,24.2,31.3,27.5,82.0,7.0,130.0,4,10,82.8,82.0,82.0,82.0,6.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0
1868,25.0,31.9,28.3,79.0,8.0,150.0,4,11,82.4,82.0,82.0,82.0,8.0,5.0,7.0,0.0,0.0,0.0,0.0,15.9125
1869,25.06086957,31.8,28.6,80.0,8.0,120.0,4,11,81.4,82.0,82.0,79.0,5.0,7.0,8.0,3.1825,0.0,0.0,15.9125,4.2
1870,24.2,32.0,28.0,82.0,6.0,120.0,1,11,81.0,82.0,79.0,80.0,7.0,8.0,8.0,4.0225,0.0,15.9125,4.2,0.0
1871,25.8,31.9,27.66206897,85.20689655,6.0,160.0,4,11,81.0,79.0,80.0,82.0,8.0,8.0,6.0,4.0225,15.9125,4.2,0.0,15.9125
1872,25.8,31.0,27.9,86.0,6.0,50.0,4,11,81.64137931,80.0,82.0,85.20689655,8.0,6.0,6.0,7.205,4.2,0.0,15.9125,1.9
1873,24.7,31.1,27.2,88.0,6.0,160.0,1,11,82.44137931,82.0,85.20689655,86.0,6.0,6.0,6.0,7.585,0.0,15.9125,1.9,15.9
1874,24.4,30.3,26.7,88.0,4.0,160.0,1,11,84.24137931,85.20689655,86.0,88.0,6.0,6.0,6.0,7.5825,15.9125,1.9,15.9,130.6
1875,24.8,31.0,27.1,87.0,6.0,150.0,1,11,85.84137931,86.0,88.0,88.0,6.0,6.0,4.0,32.8625,1.9,15.9,130.6,15.9125
1876,24.8,31.0,27.4,85.0,6.0,140.0,4,11,86.84137931,88.0,88.0,87.0,6.0,4.0,6.0,36.045,15.9,130.6,15.9125,2.4
1877,25.06086957,27.2,25.4,91.0,6.0,180.0,1,11,86.8,88.0,87.0,85.0,4.0,6.0,6.0,33.3425,130.6,15.9125,2.4,41.2
1878,25.06086957,30.1,27.0,87.0,5.0,110.0,4,11,87.8,87.0,85.0,91.0,6.0,6.0,6.0,41.2025,15.9125,2.4,41.2,8.7
1879,25.0,30.4,27.7,86.0,7.0,150.0,1,11,87.6,85.0,91.0,87.0,6.0,6.0,5.0,39.7625,2.4,41.2,8.7,15.9125
1880,25.2,30.7,27.5,87.0,6.0,130.0,4,11,87.2,91.0,87.0,86.0,6.0,5.0,7.0,16.825,41.2,8.7,15.9125,15.9125
1881,25.6,30.8,28.1,85.0,6.0,140.0,3,11,87.2,87.0,86.0,87.0,5.0,7.0,6.0,16.825,8.7,15.9125,15.9125,10.5
1882,26.0,30.6,27.4,88.0,7.0,140.0,4,11,87.2,86.0,87.0,85.0,7.0,6.0,6.0,18.445,15.9125,15.9125,10.5,5.0
1883,24.0,31.0,27.7,83.0,6.0,130.0,4,11,86.6,87.0,85.0,88.0,6.0,6.0,7.0,11.205,15.9125,10.5,5.0,44.4
1884,25.06086957,31.0,28.2,78.0,6.0,140.0,4,11,85.8,85.0,88.0,83.0,6.0,7.0,6.0,18.345,10.5,5.0,44.4,0.0
1885,25.6,31.3,28.1,84.0,4.0,150.0,1,11,84.2,88.0,83.0,78.0,7.0,6.0,6.0,15.1625,5.0,44.4,0.0,4.8
1886,25.06086957,31.2,27.9,84.0,6.0,140.0,1,11,83.6,83.0,78.0,84.0,6.0,6.0,4.0,12.94,44.4,0.0,4.8,2.8
1887,25.06086957,31.4,27.8,87.0,5.0,120.0,4,11,83.4,78.0,84.0,84.0,6.0,4.0,6.0,11.4,0.0,4.8,2.8,33.4
1888,25.0,31.6,28.3,84.0,7.0,130.0,4,11,83.2,84.0,84.0,87.0,4.0,6.0,5.0,17.08,4.8,2.8,33.4,0.0
1889,24.8,29.2,26.2,93.0,3.0,280.0,1,11,83.4,84.0,87.0,84.0,6.0,5.0,7.0,8.2,2.8,33.4,0.0,28.1
1890,25.0,32.0,28.1,86.0,6.0,150.0,1,11,86.4,87.0,84.0,93.0,5.0,7.0,3.0,13.82,33.4,0.0,28.1,21.0
1891,25.06086957,32.2,28.0,84.0,6.0,140.0,1,11,86.8,84.0,93.0,86.0,7.0,3.0,6.0,17.06,0.0,28.1,21.0,0.0
1892,25.4,30.8,28.4,83.0,7.0,160.0,1,11,86.8,93.0,86.0,84.0,3.0,6.0,6.0,16.5,28.1,21.0,0.0,15.9125
1893,25.3,32.0,27.2,87.0,5.0,340.0,1,11,86.0,86.0,84.0,83.0,6.0,6.0,7.0,13.0025,21.0,0.0,15.9125,6.2
1894,24.6,31.4,27.7,85.0,5.0,130.0,1,11,86.6,84.0,83.0,87.0,6.0,7.0,5.0,14.2425,0.0,15.9125,6.2,1.0
1895,25.0,32.2,28.5,82.0,6.0,130.0,1,11,85.0,83.0,87.0,85.0,7.0,5.0,5.0,8.8225,15.9125,6.2,1.0,0.0
1896,25.6,32.2,27.9,86.0,7.0,130.0,1,11,84.2,87.0,85.0,82.0,5.0,5.0,6.0,4.6225,6.2,1.0,0.0,12.2
1897,24.8,31.8,27.9,86.0,8.0,150.0,4,11,84.6,85.0,82.0,86.0,5.0,6.0,7.0,7.0625,1.0,0.0,12.2,7.6
