,Tn,Tx,Tavg,RH_avg,ff_x,ddd_x,ddd_car,bulan,RH_avg_5day,RH1,RH2,RH3,ff_x1,ff_x2,ff_x3,RR_avg5_day,RR1,RR2,RR3,RR
0,24.7,29.4,26.5,85.0,7.0,240.0,7,2,80.4,81.0,80.0,80.0,7.0,9.0,9.0,3.56,2.5,0.8,1.7,0.2
1,25.0,32.2,27.5,83.0,7.0,120.0,5,2,81.0,80.0,80.0,85.0,9.0,9.0,7.0,3.48,0.8,1.7,0.2,16.1
2,25.2,32.5,27.4,81.0,10.0,100.0,8,2,81.8,80.0,85.0,83.0,9.0,7.0,7.0,4.26,1.7,0.2,16.1,8.339130435
3,25.0,32.0,27.2,82.0,6.0,100.0,3,2,81.8,85.0,83.0,81.0,7.0,7.0,10.0,5.427826087000001,0.2,16.1,8.339130435,0.0
4,24.2,32.2,28.1,82.0,7.0,200.0,5,2,82.2,83.0,81.0,82.0,7.0,10.0,6.0,5.2678260869999995,16.1,8.339130435,0.0,7.7
5,24.0,32.6,29.3,78.0,6.0,130.0,4,2,82.6,81.0,82.0,82.0,10.0,6.0,7.0,6.467826087000001,8.339130435,0.0,7.7,8.339130435
6,26.0,33.0,28.2,82.0,11.0,340.0,7,2,81.2,82.0,82.0,78.0,6.0,7.0,6.0,8.095652174,0.0,7.7,8.339130435,1.8
7,25.0,32.4,27.2,83.0,12.0,220.0,7,2,81.0,82.0,78.0,82.0,7.0,6.0,11.0,5.235652174,7.7,8.339130435,1.8,1.0
8,24.0,32.0,26.8,87.0,9.0,315.0,4,2,81.4,78.0,82.0,83.0,6.0,11.0,12.0,3.767826087,8.339130435,1.8,1.0,67.5
9,23.9,31.2,27.5,82.0,8.0,130.0,3,2,82.4,82.0,83.0,87.0,11.0,12.0,9.0,17.26782609,1.8,1.0,67.5,8.1
10,24.6,32.0,28.3,80.0,6.0,150.0,7,2,82.4,83.0,87.0,82.0,12.0,9.0,8.0,17.34782609,1.0,67.5,8.1,0.0
11,25.5,32.2,27.9,83.0,9.0,160.0,8,2,82.8,87.0,82.0,80.0,9.0,8.0,6.0,15.68,67.5,8.1,0.0,8.339130435
12,25.6,32.2,28.0,84.0,8.0,140.0,8,2,83.0,82.0,80.0,83.0,8.0,6.0,9.0,16.98782609,8.1,0.0,8.339130435,8.339130435
13,25.6,27.4,26.1,91.0,6.0,290.0,5,2,83.2,80.0,83.0,84.0,6.0,9.0,8.0,18.45565217,0.0,8.339130435,8.339130435,24.2
14,24.0,30.8,26.9,86.0,6.0,340.0,7,2,84.0,83.0,84.0,91.0,9.0,8.0,6.0,9.795652173999999,8.339130435,8.339130435,24.2,10.7
15,24.4,32.8,28.2,82.0,7.0,180.0,7,2,84.8,84.0,91.0,86.0,8.0,6.0,6.0,10.31565217,8.339130435,24.2,10.7,10.3
16,24.4,31.6,27.8,81.0,8.0,230.0,7,2,85.2,91.0,86.0,82.0,6.0,6.0,7.0,12.37565217,24.2,10.7,10.3,10.5
17,25.2,33.5,28.9,79.0,9.0,210.0,7,2,84.8,86.0,82.0,81.0,6.0,7.0,8.0,12.80782609,10.7,10.3,10.5,0.0
18,25.0,32.8,28.3,80.0,6.0,130.0,5,2,83.8,82.0,81.0,79.0,7.0,8.0,9.0,11.14,10.3,10.5,0.0,0.0
19,24.3,32.8,28.5,82.0,6.0,130.0,6,2,81.6,81.0,79.0,80.0,8.0,9.0,6.0,6.3,10.5,0.0,0.0,4.2
20,24.5,32.6,28.7,78.0,6.0,200.0,8,2,80.8,79.0,80.0,82.0,9.0,6.0,6.0,5.0,0.0,0.0,4.2,3.5
21,25.6,33.2,28.9,79.0,7.0,200.0,8,2,80.0,80.0,82.0,78.0,6.0,6.0,6.0,3.64,0.0,4.2,3.5,8.339130435
22,25.6,32.8,28.8,82.0,6.0,200.0,7,2,79.6,82.0,78.0,79.0,6.0,6.0,7.0,3.207826087,4.2,3.5,8.339130435,8.2
23,24.8,32.5,28.8,83.0,8.0,270.0,5,3,80.2,78.0,79.0,82.0,6.0,7.0,6.0,4.847826087,3.5,8.339130435,8.2,5.4
24,26.2,32.8,29.5,76.0,7.0,210.0,5,3,80.8,79.0,82.0,83.0,7.0,6.0,8.0,5.927826087000001,8.339130435,8.2,5.4,11.3
25,26.1,32.6,29.5,74.0,6.0,120.0,4,3,79.6,82.0,83.0,76.0,6.0,8.0,7.0,7.3478260870000005,8.2,5.4,11.3,0.0
26,26.2,32.7,29.1,78.0,7.0,130.0,4,3,78.8,83.0,76.0,74.0,8.0,7.0,6.0,6.647826087,5.4,11.3,0.0,14.03214286
27,24.4,32.6,27.6,82.0,6.0,320.0,7,3,78.6,76.0,74.0,78.0,7.0,6.0,7.0,7.786428571,11.3,0.0,14.03214286,56.3
28,25.0,34.3,28.8,77.0,5.0,140.0,7,3,78.6,74.0,78.0,82.0,6.0,7.0,6.0,17.40642857,0.0,14.03214286,56.3,0.0
29,26.0,33.6,29.1,77.0,9.0,320.0,7,3,77.4,78.0,82.0,77.0,7.0,6.0,5.0,16.32642857,14.03214286,56.3,0.0,14.03214286
30,24.1,32.7,28.0,82.0,5.0,200.0,8,3,77.6,82.0,77.0,77.0,6.0,5.0,9.0,16.87285714,56.3,0.0,14.03214286,44.2
31,25.0,32.8,29.0,79.0,10.0,230.0,8,3,79.2,77.0,77.0,82.0,5.0,9.0,5.0,25.71285714,0.0,14.03214286,44.2,0.0
32,24.0,32.9,27.5,82.0,8.0,230.0,7,3,79.4,77.0,82.0,79.0,9.0,5.0,10.0,22.90642857,14.03214286,44.2,0.0,79.9
33,24.0,31.6,27.5,81.0,6.0,110.0,4,3,79.4,82.0,79.0,82.0,5.0,10.0,8.0,27.62642857,44.2,0.0,79.9,12.0
34,24.5,31.7,28.0,81.0,6.0,120.0,3,3,80.2,79.0,82.0,81.0,10.0,8.0,6.0,30.02642857,0.0,79.9,12.0,0.0
35,25.3,32.4,28.7,78.0,7.0,140.0,4,3,81.0,82.0,81.0,81.0,8.0,6.0,6.0,27.22,79.9,12.0,0.0,0.3
36,25.0,32.5,28.1,82.0,7.0,40.0,7,3,80.2,81.0,81.0,78.0,6.0,6.0,7.0,18.44,12.0,0.0,0.3,26.6
37,25.0,32.4,27.0,83.0,8.0,20.0,7,3,80.8,81.0,78.0,82.0,6.0,7.0,7.0,23.76,0.0,0.3,26.6,32.0
38,24.9,31.1,27.3,83.0,6.0,200.0,7,3,81.0,78.0,82.0,83.0,7.0,7.0,8.0,14.18,0.3,26.6,32.0,0.0
39,25.4,32.6,27.6,82.0,8.0,20.0,7,3,81.4,82.0,83.0,83.0,7.0,8.0,6.0,11.78,26.6,32.0,0.0,0.0
40,24.7,32.5,28.3,78.0,6.0,210.0,7,3,81.6,83.0,83.0,82.0,8.0,6.0,8.0,11.78,32.0,0.0,0.0,14.03214286
41,25.0,31.8,28.0,82.0,7.0,210.0,7,3,81.6,83.0,82.0,78.0,6.0,8.0,6.0,14.52642857,0.0,0.0,14.03214286,8.4
42,25.0,31.2,28.5,82.0,6.0,210.0,7,3,81.6,82.0,78.0,82.0,8.0,6.0,7.0,10.88642857,0.0,14.03214286,8.4,14.2
43,26.0,32.4,27.7,86.0,8.0,170.0,5,3,81.4,78.0,82.0,82.0,6.0,7.0,6.0,7.326428571,14.03214286,8.4,14.2,10.5
44,25.4,31.3,28.1,83.0,8.0,240.0,5,3,82.0,82.0,82.0,86.0,7.0,6.0,8.0,9.426428571,8.4,14.2,10.5,7.2
45,24.5,32.6,28.7,78.0,6.0,110.0,7,3,82.2,82.0,86.0,83.0,6.0,8.0,8.0,10.86642857,14.2,10.5,7.2,24.7
46,25.0,32.6,29.1,80.0,8.0,100.0,4,3,82.2,86.0,83.0,78.0,8.0,8.0,6.0,13.0,10.5,7.2,24.7,0.0
47,25.4,32.6,29.3,78.0,7.0,150.0,7,3,81.8,83.0,78.0,80.0,8.0,6.0,8.0,11.32,7.2,24.7,0.0,3.7
48,26.4,33.4,28.5,82.0,6.0,280.0,7,3,81.0,78.0,80.0,78.0,6.0,8.0,7.0,9.22,24.7,0.0,3.7,0.0
49,25.4,31.6,28.2,84.0,7.0,240.0,6,3,80.2,80.0,78.0,82.0,8.0,7.0,6.0,7.12,0.0,3.7,0.0,4.4
50,24.4,32.4,28.3,83.0,5.0,220.0,7,3,80.4,78.0,82.0,84.0,7.0,6.0,7.0,6.56,3.7,0.0,4.4,20.2
51,25.2,32.1,28.3,80.0,6.0,230.0,8,3,81.4,82.0,84.0,83.0,6.0,7.0,5.0,5.66,0.0,4.4,20.2,0.6
52,24.6,29.5,26.6,89.0,7.0,280.0,7,3,81.4,84.0,83.0,80.0,7.0,5.0,6.0,5.78,4.4,20.2,0.6,26.9
53,24.8,30.5,27.4,82.0,5.0,290.0,7,3,83.6,83.0,80.0,89.0,5.0,6.0,7.0,10.42,20.2,0.6,26.9,4.1
54,25.8,32.1,28.0,82.0,9.0,260.0,7,4,83.6,80.0,89.0,82.0,6.0,7.0,5.0,11.24,0.6,26.9,4.1,0.5
55,24.8,31.2,26.4,87.0,8.0,310.0,8,4,83.2,89.0,82.0,82.0,7.0,5.0,9.0,10.46,26.9,4.1,0.5,19.9
56,24.4,32.2,28.3,80.0,11.0,260.0,7,4,84.0,82.0,82.0,87.0,5.0,9.0,8.0,10.4,4.1,0.5,19.9,6.4
57,25.6,32.2,29.3,74.0,8.0,240.0,6,4,84.0,82.0,87.0,80.0,9.0,8.0,11.0,11.56,0.5,19.9,6.4,0.0
58,25.2,33.0,28.7,79.0,7.0,300.0,5,4,81.0,87.0,80.0,74.0,8.0,11.0,8.0,6.18,19.9,6.4,0.0,3.1
59,25.4,31.8,26.8,88.0,6.0,130.0,7,4,80.4,80.0,74.0,79.0,11.0,8.0,7.0,5.98,6.4,0.0,3.1,5.2
60,25.0,32.9,29.1,77.0,8.0,230.0,6,4,81.6,74.0,79.0,88.0,8.0,7.0,6.0,6.92,0.0,3.1,5.2,4.7
61,25.4,32.8,28.4,82.0,8.0,250.0,3,4,79.6,79.0,88.0,77.0,7.0,6.0,8.0,3.88,3.1,5.2,4.7,0.0
62,25.4,32.8,28.0,79.0,6.0,90.0,3,4,80.0,88.0,77.0,82.0,6.0,8.0,8.0,2.6,5.2,4.7,0.0,14.1
63,24.8,31.0,27.5,82.0,8.0,230.0,3,4,81.0,77.0,82.0,79.0,8.0,8.0,6.0,5.42,4.7,0.0,14.1,0.0
64,24.9,32.9,28.6,80.0,6.0,130.0,7,4,81.6,82.0,79.0,82.0,8.0,6.0,8.0,4.8,0.0,14.1,0.0,7.214285714
65,26.0,33.8,29.7,78.0,4.0,120.0,6,4,80.0,79.0,82.0,80.0,6.0,8.0,6.0,5.202857143,14.1,0.0,7.214285714,0.0
66,25.8,31.0,27.9,84.0,6.0,320.0,7,4,80.2,82.0,80.0,78.0,8.0,6.0,4.0,4.262857143,0.0,7.214285714,0.0,0.0
67,25.6,32.8,29.3,76.0,6.0,100.0,3,4,80.6,80.0,78.0,84.0,6.0,4.0,6.0,4.262857143,7.214285714,0.0,0.0,0.0
68,25.5,32.6,28.8,77.0,8.0,260.0,4,4,80.0,78.0,84.0,76.0,4.0,6.0,6.0,1.4428571430000001,0.0,0.0,0.0,0.0
69,24.7,32.8,28.3,81.0,5.0,160.0,5,4,79.0,84.0,76.0,77.0,6.0,6.0,8.0,1.4428571430000001,0.0,0.0,0.0,2.3
70,24.8,32.8,27.4,86.0,7.0,300.0,3,4,79.2,76.0,77.0,81.0,6.0,8.0,5.0,0.46,0.0,0.0,2.3,8.0
71,24.8,32.2,28.5,80.0,9.0,230.0,6,4,80.8,77.0,81.0,86.0,8.0,5.0,7.0,2.06,0.0,2.3,8.0,48.7
72,26.0,32.3,28.7,80.0,6.0,120.0,6,4,80.0,81.0,86.0,80.0,5.0,7.0,9.0,11.8,2.3,8.0,48.7,1.2
73,24.8,31.9,27.6,86.0,8.0,150.0,4,4,80.8,86.0,80.0,80.0,7.0,9.0,6.0,12.04,8.0,48.7,1.2,34.6
74,24.0,32.8,28.0,79.0,4.0,270.0,7,4,82.6,80.0,80.0,86.0,9.0,6.0,8.0,18.96,48.7,1.2,34.6,9.3
75,24.9,32.3,28.2,82.0,8.0,280.0,7,4,82.2,80.0,86.0,79.0,6.0,8.0,4.0,20.36,1.2,34.6,9.3,25.7
76,26.0,31.0,28.2,84.0,8.0,230.0,7,4,81.4,86.0,79.0,82.0,8.0,4.0,8.0,23.9,34.6,9.3,25.7,0.8
77,26.6,31.2,28.3,82.0,6.0,80.0,6,4,82.2,79.0,82.0,84.0,4.0,8.0,8.0,14.32,9.3,25.7,0.8,1.0
78,25.6,32.8,28.5,80.0,6.0,260.0,7,4,82.6,82.0,84.0,82.0,8.0,8.0,6.0,14.28,25.7,0.8,1.0,0.0
79,25.8,32.4,29.0,80.0,6.0,200.0,5,4,81.4,84.0,82.0,80.0,8.0,6.0,6.0,7.36,0.8,1.0,0.0,0.0
80,26.3,32.3,28.7,80.0,9.0,220.0,5,4,81.6,82.0,80.0,80.0,6.0,6.0,6.0,5.5,1.0,0.0,0.0,0.0
81,25.2,32.4,28.4,81.0,6.0,170.0,5,4,81.2,80.0,80.0,80.0,6.0,6.0,9.0,0.36,0.0,0.0,0.0,16.5
82,25.4,32.3,29.3,78.0,6.0,150.0,3,4,80.6,80.0,80.0,81.0,6.0,9.0,6.0,3.5,0.0,0.0,16.5,0.0
83,26.5,32.4,29.4,83.0,7.0,160.0,5,5,79.8,80.0,81.0,78.0,9.0,6.0,6.0,3.3,0.0,16.5,0.0,24.3
84,25.8,32.2,28.9,83.0,8.0,120.0,4,5,80.4,81.0,78.0,83.0,6.0,6.0,7.0,8.16,16.5,0.0,24.3,6.3
85,25.6,32.8,28.8,79.0,5.0,100.0,3,5,81.0,78.0,83.0,83.0,6.0,7.0,8.0,9.42,0.0,24.3,6.3,0.0
86,24.8,30.8,26.3,90.0,8.0,80.0,7,5,80.8,83.0,83.0,79.0,7.0,8.0,5.0,9.42,24.3,6.3,0.0,9.2
87,24.5,33.1,28.9,78.0,7.0,120.0,4,5,82.6,83.0,79.0,90.0,8.0,5.0,8.0,7.96,6.3,0.0,9.2,60.6
88,26.2,32.0,28.9,84.0,7.0,140.0,4,5,82.6,79.0,90.0,78.0,5.0,8.0,7.0,20.08,0.0,9.2,60.6,0.2
89,26.4,31.0,27.4,88.0,7.0,130.0,4,5,82.8,90.0,78.0,84.0,8.0,7.0,7.0,15.26,9.2,60.6,0.2,22.46071429
90,24.8,31.3,27.8,87.0,9.0,120.0,3,5,83.8,78.0,84.0,88.0,7.0,7.0,7.0,18.49214286,60.6,0.2,22.46071429,51.7
91,25.8,31.8,28.7,83.0,6.0,160.0,2,5,85.4,84.0,88.0,87.0,7.0,7.0,9.0,28.83214286,0.2,22.46071429,51.7,0.0
92,26.6,32.6,28.8,83.0,6.0,250.0,4,5,84.0,88.0,87.0,83.0,7.0,9.0,6.0,26.99214286,22.46071429,51.7,0.0,1.1
93,25.6,30.0,27.4,88.0,7.0,210.0,4,5,85.0,87.0,83.0,83.0,9.0,6.0,6.0,15.09214286,51.7,0.0,1.1,38.8
94,25.4,31.6,27.1,92.0,6.0,180.0,8,5,85.8,83.0,83.0,88.0,6.0,6.0,7.0,22.81214286,0.0,1.1,38.8,0.3
95,25.4,30.4,27.1,90.0,6.0,200.0,6,5,86.6,83.0,88.0,92.0,6.0,7.0,6.0,18.38,1.1,38.8,0.3,11.3
96,25.4,29.8,27.0,90.0,3.0,90.0,8,5,87.2,88.0,92.0,90.0,7.0,6.0,6.0,10.3,38.8,0.3,11.3,9.8
97,24.8,31.3,27.2,88.0,9.0,210.0,4,5,88.6,92.0,90.0,90.0,6.0,6.0,3.0,12.26,0.3,11.3,9.8,2.5
98,24.4,35.2,29.4,80.0,8.0,150.0,8,5,89.6,90.0,90.0,88.0,6.0,3.0,9.0,12.54,11.3,9.8,2.5,11.0
99,26.6,32.4,28.1,88.0,6.0,220.0,4,5,88.0,90.0,88.0,80.0,3.0,9.0,8.0,6.98,9.8,2.5,11.0,1.0
100,25.2,32.4,28.3,86.0,6.0,100.0,4,5,87.2,88.0,80.0,88.0,9.0,8.0,6.0,7.12,2.5,11.0,1.0,49.1
101,25.9,32.1,28.5,83.0,5.0,120.0,4,5,86.4,80.0,88.0,86.0,8.0,6.0,6.0,14.68,11.0,1.0,49.1,1.0
102,25.8,31.8,28.4,82.0,6.0,230.0,3,5,85.0,88.0,86.0,83.0,6.0,6.0,5.0,12.92,1.0,49.1,1.0,0.0
103,25.5,31.6,28.4,80.0,6.0,150.0,4,5,83.8,86.0,83.0,82.0,6.0,5.0,6.0,12.42,49.1,1.0,0.0,22.46071429
104,26.0,31.5,27.8,88.0,11.0,120.0,4,5,83.8,83.0,82.0,80.0,5.0,6.0,6.0,14.71214286,1.0,0.0,22.46071429,14.0
105,24.8,31.6,27.2,88.0,6.0,100.0,3,5,83.8,82.0,80.0,88.0,6.0,6.0,11.0,17.31214286,0.0,22.46071429,14.0,124.1
106,23.7,31.6,28.4,86.0,8.0,150.0,4,5,84.2,80.0,88.0,88.0,6.0,11.0,6.0,32.31214286,22.46071429,14.0,124.1,21.5
107,25.4,31.6,26.0,95.0,8.0,150.0,1,5,84.8,88.0,88.0,86.0,11.0,6.0,8.0,36.41214286,14.0,124.1,21.5,28.2
108,24.1,31.7,28.1,87.0,9.0,100.0,4,5,87.4,88.0,86.0,95.0,6.0,8.0,8.0,42.05214286,124.1,21.5,28.2,30.9
109,24.4,31.0,27.5,86.0,9.0,110.0,4,5,88.8,86.0,95.0,87.0,8.0,8.0,9.0,43.74,21.5,28.2,30.9,10.7
110,24.6,31.4,26.8,90.0,8.0,90.0,3,5,88.4,95.0,87.0,86.0,8.0,9.0,9.0,43.08,28.2,30.9,10.7,76.0
111,24.3,31.0,27.5,82.0,6.0,100.0,3,5,88.8,87.0,86.0,90.0,9.0,9.0,8.0,33.46,30.9,10.7,76.0,38.8
112,24.6,31.2,28.0,84.0,8.0,140.0,4,5,88.0,86.0,90.0,82.0,9.0,8.0,6.0,36.92,10.7,76.0,38.8,6.5
113,24.5,31.8,29.1,79.0,7.0,120.0,4,6,85.8,90.0,82.0,84.0,8.0,6.0,8.0,32.58,76.0,38.8,6.5,17.832
114,25.7,30.3,27.6,88.0,9.0,120.0,4,6,84.2,82.0,84.0,79.0,6.0,8.0,7.0,29.9664,38.8,6.5,17.832,26.1
115,24.3,33.0,27.2,88.0,9.0,100.0,3,6,84.6,84.0,79.0,88.0,8.0,7.0,9.0,33.0464,6.5,17.832,26.1,52.8
116,24.6,30.8,27.7,86.0,8.0,120.0,4,6,84.2,79.0,88.0,88.0,7.0,9.0,9.0,28.4064,17.832,26.1,52.8,9.2
117,25.6,31.0,28.3,82.0,3.0,100.0,5,6,85.0,88.0,88.0,86.0,9.0,9.0,8.0,22.4864,26.1,52.8,9.2,0.3
118,25.6,31.1,27.3,84.0,6.0,100.0,5,6,84.6,88.0,86.0,82.0,9.0,8.0,3.0,21.2464,52.8,9.2,0.3,0.0
119,25.6,31.8,26.7,92.0,4.0,100.0,8,6,85.6,86.0,82.0,84.0,8.0,3.0,6.0,17.68,9.2,0.3,0.0,0.0
120,24.0,30.4,26.9,86.0,3.0,110.0,3,6,86.4,82.0,84.0,92.0,3.0,6.0,4.0,12.46,0.3,0.0,0.0,37.0
121,24.2,31.2,27.9,80.0,6.0,110.0,3,6,86.0,84.0,92.0,86.0,6.0,4.0,3.0,9.3,0.0,0.0,37.0,17.832
122,24.7,32.1,28.0,83.0,3.0,150.0,4,6,84.8,92.0,86.0,80.0,4.0,3.0,6.0,11.0264,0.0,37.0,17.832,0.0
123,25.0,31.6,27.8,85.0,9.0,100.0,1,6,85.0,86.0,80.0,83.0,3.0,6.0,3.0,10.9664,37.0,17.832,0.0,0.0
124,24.2,31.8,27.5,83.0,5.0,120.0,4,6,85.2,80.0,83.0,85.0,6.0,3.0,9.0,10.9664,17.832,0.0,0.0,17.832
125,24.8,31.2,28.1,85.0,4.0,130.0,4,6,83.4,83.0,85.0,83.0,3.0,9.0,5.0,14.5328,0.0,0.0,17.832,8.4
126,24.8,33.0,27.5,84.0,3.0,160.0,5,6,83.2,85.0,83.0,85.0,9.0,5.0,4.0,8.8128,0.0,17.832,8.4,17.832
127,24.3,29.7,26.4,89.0,7.0,220.0,1,6,84.0,83.0,85.0,84.0,5.0,4.0,3.0,8.8128,17.832,8.4,17.832,11.7
128,23.6,27.6,25.4,88.0,5.0,150.0,4,6,85.2,85.0,84.0,89.0,4.0,3.0,7.0,11.1528,8.4,17.832,11.7,27.6
129,24.0,29.9,26.9,89.0,14.0,70.0,3,6,85.8,84.0,89.0,88.0,3.0,7.0,5.0,16.6728,17.832,11.7,27.6,4.6
130,24.2,31.8,27.1,86.0,11.0,120.0,4,6,87.0,89.0,88.0,89.0,7.0,5.0,14.0,14.0264,11.7,27.6,4.6,62.1
131,24.2,33.0,27.6,85.0,5.0,120.0,3,6,87.2,88.0,89.0,86.0,5.0,14.0,11.0,24.7664,27.6,4.6,62.1,2.4
132,23.4,30.0,26.4,84.0,10.0,100.0,3,6,87.4,89.0,86.0,85.0,14.0,11.0,5.0,21.68,4.6,62.1,2.4,79.1
133,23.6,30.8,27.4,77.0,11.0,160.0,4,6,86.4,86.0,85.0,84.0,11.0,5.0,10.0,35.16,62.1,2.4,79.1,0.0
134,25.0,31.6,28.2,79.0,9.0,110.0,3,6,84.2,85.0,84.0,77.0,5.0,10.0,11.0,29.64,2.4,79.1,0.0,4.5
135,25.0,30.0,26.1,89.0,11.0,110.0,3,6,82.2,84.0,77.0,79.0,10.0,11.0,9.0,29.62,79.1,0.0,4.5,7.2
136,24.7,30.4,27.4,82.0,11.0,100.0,3,6,82.8,77.0,79.0,89.0,11.0,9.0,11.0,18.64,0.0,4.5,7.2,61.3
137,25.8,30.3,27.2,84.0,12.0,110.0,3,6,82.2,79.0,89.0,82.0,9.0,11.0,11.0,30.42,4.5,7.2,61.3,2.4
138,25.0,30.2,26.9,83.0,8.0,110.0,4,6,82.2,89.0,82.0,84.0,11.0,11.0,12.0,15.08,7.2,61.3,2.4,2.4
139,25.0,31.0,27.5,85.0,8.0,100.0,3,6,83.4,82.0,84.0,83.0,11.0,12.0,8.0,15.56,61.3,2.4,2.4,2.5
140,26.0,32.7,27.2,84.0,7.0,130.0,4,6,84.6,84.0,83.0,85.0,12.0,8.0,8.0,15.16,2.4,2.4,2.5,1.0
141,24.2,32.6,26.7,89.0,8.0,120.0,3,6,83.6,83.0,85.0,84.0,8.0,8.0,7.0,13.92,2.4,2.5,1.0,43.2
142,24.2,32.6,27.2,86.0,3.0,120.0,4,7,85.0,85.0,84.0,89.0,8.0,7.0,8.0,10.3,2.5,1.0,43.2,1.4
143,24.6,30.0,27.3,84.0,3.0,120.0,4,7,85.4,84.0,89.0,86.0,7.0,8.0,3.0,10.1,1.0,43.2,1.4,0.0
144,25.0,30.6,27.3,89.0,1.0,270.0,7,7,85.6,89.0,86.0,84.0,8.0,3.0,3.0,9.62,43.2,1.4,0.0,52.5
145,24.0,30.0,26.9,87.0,2.0,240.0,6,7,86.4,86.0,84.0,89.0,3.0,3.0,1.0,19.62,1.4,0.0,52.5,9.0
146,24.4,30.0,26.8,85.0,0.0,120.0,4,7,87.0,84.0,89.0,87.0,3.0,1.0,2.0,21.22,0.0,52.5,9.0,6.1
147,24.2,31.0,27.5,87.0,2.0,120.0,4,7,86.2,89.0,87.0,85.0,1.0,2.0,0.0,13.8,52.5,9.0,6.1,0.0
148,25.4,30.8,28.0,83.0,0.0,120.0,4,7,86.4,87.0,85.0,87.0,2.0,0.0,2.0,13.52,9.0,6.1,0.0,0.5
149,25.6,31.0,27.1,84.0,1.0,160.0,5,7,86.2,85.0,87.0,83.0,0.0,2.0,0.0,13.62,6.1,0.0,0.5,1.2
150,23.8,30.2,25.9,88.0,2.0,150.0,4,7,85.2,87.0,83.0,84.0,2.0,0.0,1.0,3.36,0.0,0.5,1.2,20.4
151,24.2,29.4,26.2,88.0,2.0,150.0,4,7,85.4,83.0,84.0,88.0,0.0,1.0,2.0,5.64,0.5,1.2,20.4,4.3
152,24.2,30.2,27.3,88.0,2.0,130.0,4,7,86.0,84.0,88.0,88.0,1.0,2.0,2.0,5.28,1.2,20.4,4.3,9.8
153,24.3,30.3,26.8,90.0,3.0,150.0,4,7,86.2,88.0,88.0,88.0,2.0,2.0,2.0,7.24,20.4,4.3,9.8,7.5
154,24.0,30.4,27.4,88.0,2.0,130.0,3,7,87.6,88.0,88.0,90.0,2.0,2.0,3.0,8.64,4.3,9.8,7.5,8.6
155,23.2,30.4,26.5,86.0,3.0,100.0,4,7,88.4,88.0,90.0,88.0,2.0,3.0,2.0,10.12,9.8,7.5,8.6,60.4
156,23.2,30.4,26.4,87.0,3.0,170.0,4,7,88.0,90.0,88.0,86.0,3.0,2.0,3.0,18.12,7.5,8.6,60.4,43.3
157,23.6,30.0,27.1,86.0,2.0,160.0,4,7,87.8,88.0,86.0,87.0,2.0,3.0,3.0,25.92,8.6,60.4,43.3,0.6
158,25.0,29.4,26.6,86.0,3.0,180.0,4,7,87.4,86.0,87.0,86.0,3.0,3.0,2.0,24.08,60.4,43.3,0.6,0.8
159,25.6,30.6,27.8,80.0,7.0,90.0,3,7,86.6,87.0,86.0,86.0,3.0,2.0,3.0,22.74,43.3,0.6,0.8,12.4
160,25.8,29.8,27.3,80.0,3.0,110.0,3,7,85.0,86.0,86.0,80.0,2.0,3.0,7.0,23.5,0.6,0.8,12.4,2.6
161,25.5,29.8,27.4,80.0,3.0,110.0,4,7,83.8,86.0,80.0,80.0,3.0,7.0,3.0,11.94,0.8,12.4,2.6,12.22857143
162,23.6,29.6,26.2,82.0,3.0,110.0,4,7,82.4,80.0,80.0,80.0,7.0,3.0,3.0,5.7257142860000005,12.4,2.6,12.22857143,0.0
163,23.4,29.6,26.6,78.0,3.0,130.0,3,7,81.6,80.0,80.0,82.0,3.0,3.0,3.0,5.605714286,2.6,12.22857143,0.0,1.8
164,24.0,30.6,27.4,74.0,3.0,120.0,3,7,80.0,80.0,82.0,78.0,3.0,3.0,3.0,5.805714286000001,12.22857143,0.0,1.8,2.7
165,23.0,29.8,26.1,76.0,4.0,90.0,3,7,78.8,82.0,78.0,74.0,3.0,3.0,3.0,3.865714286,0.0,1.8,2.7,0.5
166,23.0,30.3,26.2,83.0,5.0,100.0,4,7,78.0,78.0,74.0,76.0,3.0,3.0,4.0,3.4457142860000003,1.8,2.7,0.5,12.22857143
167,23.5,30.4,27.8,80.0,2.0,130.0,4,7,78.6,74.0,76.0,83.0,3.0,4.0,5.0,3.4457142860000003,2.7,0.5,12.22857143,4.7
168,24.2,30.6,26.5,88.0,2.0,130.0,3,7,78.2,76.0,83.0,80.0,4.0,5.0,2.0,4.385714286,0.5,12.22857143,4.7,2.8
169,23.6,30.6,25.9,88.0,1.0,90.0,3,7,80.2,83.0,80.0,88.0,5.0,2.0,2.0,4.585714286,12.22857143,4.7,2.8,36.8
170,24.2,30.8,26.4,82.0,2.0,70.0,4,7,83.0,80.0,88.0,88.0,2.0,2.0,1.0,11.40571429,4.7,2.8,36.8,4.7
171,24.6,30.5,26.9,86.0,3.0,120.0,4,7,84.2,88.0,88.0,82.0,2.0,1.0,2.0,12.24571429,2.8,36.8,4.7,12.22857143
172,24.0,29.8,26.5,86.0,4.0,120.0,5,7,84.8,88.0,82.0,86.0,1.0,2.0,3.0,12.24571429,36.8,4.7,12.22857143,47.0
173,25.0,30.2,26.9,78.0,4.0,130.0,4,8,86.0,82.0,86.0,86.0,2.0,3.0,4.0,20.70571429,4.7,12.22857143,47.0,0.0
